Pitcher,PitchType,Speed,PitchDateTime,Batter,HitType,SwingAction,PitchCall,SessionPitchID,PitchDate,PitchTime,SpinRate,ReleaseHeight,ReleaseSide,Extension,Tilt,InducedVerticalBreak,HorizontalBreak,VerticalApproachAngle,HorizontalApproachAngle,ZoneLocation,session_id,pitch_location_side_ft,pitch_location_height_ft,Zone,in_out,abv_vert_break,abv_hori_break,event,hit_type,hit
Drew Koenen,Fastball,91.9,06/03/2024 11:28,Nathan Cmeyla,NA,No Swing,StrikeSwinging,46,06/03/2024,11:28:00,2380,6.53,1.08,7.1,NA,NA,NA,NA,NA,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-1.34,1.33,0,0,NA,NA,Swing & Miss,NA,0
Drew Koenen,Fastball,89.3,06/03/2024 11:28,Nathan Cmeyla,NA,No Swing,BallCalled,47,06/03/2024,11:28:00,2432,5.96,0.98,6.9,2024-03-08T17:00:00Z,10.3,0.1,-5.97,-2.49,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-1.29,2.57,0,0,10.3,0.1,Take,NA,0
Drew Koenen,Slider,81.5,06/03/2024 11:29,Nathan Cmeyla,NA,No Swing,BallCalled,48,06/03/2024,11:29:00,2579,5.65,1.47,5.9,2024-03-08T13:45:00Z,-1.6,-15.4,-9.22,-4.28,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-1.1,1.01,0,0,1.6,15.4,Take,NA,0
Drew Koenen,Fastball,93.6,06/03/2024 11:29,Nathan Cmeyla,GroundBall,Hit,InPlay,49,06/03/2024,11:29:00,2460,6.01,1.06,7.1,NA,NA,NA,-4.74,-1.82,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.94,3.57,0,0,NA,NA,Hit,Ground Ball,1
Drew Koenen,Slider,80.6,06/03/2024 11:29,Zack Casebonne,NA,No Swing,BallCalled,50,06/03/2024,11:29:00,2595,5.61,1.63,6.2,2024-03-08T13:15:00Z,-5.1,-14.7,-8.01,-4.33,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-1.02,2.57,0,0,5.1,14.7,Take,NA,0
Drew Koenen,Slider,80.3,06/03/2024 11:30,Zack Casebonne,NA,No Swing,BallCalled,51,06/03/2024,11:30:00,2638,5.65,1.59,6.3,2024-03-08T13:30:00Z,-4.5,-19.2,-8.32,-5.27,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-1.49,2.34,0,0,4.5,19.2,Take,NA,0
Drew Koenen,Fastball,92.8,06/03/2024 11:30,Zack Casebonne,NA,No Swing,BallCalled,52,06/03/2024,11:30:00,2408,6.12,1.03,6.8,2024-03-08T17:00:00Z,13.1,0.1,-3.71,-1.06,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.05,4.35,0,0,13.1,0.1,Take,NA,0
Drew Koenen,Fastball,91.4,06/03/2024 11:30,Zack Casebonne,NA,No Swing,BallCalled,53,06/03/2024,11:30:00,2443,6.74,1.3,7.1,NA,NA,NA,NA,NA,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-1.21,3.23,0,0,NA,NA,Take,NA,0
Drew Koenen,Fastball,91.5,06/03/2024 11:30,Zack Casebonne,NA,No Swing,FoulBall,54,06/03/2024,11:30:00,2422,5.99,0.91,7,2024-03-08T16:45:00Z,14.5,-2.9,-5.6,-1.92,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.57,2.4,4,1,14.5,2.9,Foul Ball,NA,0
Drew Koenen,Fastball,92,06/03/2024 11:31,Zack Casebonne,NA,No Swing,InPlay,55,06/03/2024,11:31:00,2458,6.77,1.4,7.1,NA,NA,NA,NA,NA,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.98,2.49,0,0,NA,NA,Hit,NA,1
Eddie Albert,Slider,81.4,06/03/2024 11:33,Chris Miller,NA,No Swing,StrikeCalled,56,06/03/2024,11:33:00,2543,4.84,2.53,6,2024-03-08T14:15:00Z,2.1,-12.8,-6.22,-4.02,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.04,2.69,5,1,2.1,12.8,NA,NA,0
Eddie Albert,Fastball,90,06/03/2024 11:33,Chris Miller,FlyBall,Hit,FoulBall,57,06/03/2024,11:33:00,2180,5,2.36,7.2,2024-03-08T06:15:00Z,11.2,7.7,-4.55,-2.82,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.9,2.82,0,0,11.2,7.7,Foul Ball,Fly Ball,0
Eddie Albert,Slider,83.7,06/03/2024 11:34,Chris Miller,NA,No Swing,StrikeSwinging,58,06/03/2024,11:34:00,2643,4.7,2.41,6.4,2024-03-08T14:15:00Z,1.6,-11.1,-6.64,-5.17,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-1.35,1.98,0,0,1.6,11.1,Swing & Miss,NA,0
Eddie Albert,Fastball,88.9,06/03/2024 11:34,Taer Rodriguez,NA,No Swing,StrikeSwinging,59,06/03/2024,11:34:00,2197,5.09,1.97,7.2,2024-03-08T17:45:00Z,14.1,4.8,-3.61,-1.73,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.03,3.56,0,0,14.1,4.8,Swing & Miss,NA,0
Eddie Albert,Slider,83.8,06/03/2024 11:34,Taer Rodriguez,NA,No Swing,BallCalled,60,06/03/2024,11:34:00,2534,4.65,2.46,6.7,2024-03-08T15:30:00Z,8.9,-8.7,-4.08,-3.75,Outer Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.18,3.63,0,0,8.9,8.7,Take,NA,0
Eddie Albert,Curveball,79,06/03/2024 11:35,Taer Rodriguez,NA,No Swing,BallCalled,61,06/03/2024,11:35:00,2516,6.52,2.16,5.7,NA,NA,NA,NA,NA,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.1,3.96,0,0,NA,NA,Take,NA,0
Eddie Albert,Fastball,88.2,06/03/2024 11:35,Taer Rodriguez,NA,No Swing,BallCalled,62,06/03/2024,11:35:00,2286,5.03,2.29,7.3,NA,NA,NA,-2.7,-2.83,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.66,4.25,0,0,NA,NA,Take,NA,0
Eddie Albert,Fastball,88.9,06/03/2024 11:35,Taer Rodriguez,NA,No Swing,BallCalled,63,06/03/2024,11:35:00,2223,5.17,2.25,7,2024-03-08T17:45:00Z,15.5,7,-4.93,-3.13,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-1.23,2.31,0,0,15.5,7,Take,NA,0
Eddie Albert,Fastball,87.4,06/03/2024 11:36,Tyler  Robinson,NA,No Swing,StrikeCalled,64,06/03/2024,11:36:00,2214,5.15,2.48,7.1,2024-03-08T06:00:00Z,14,7.8,-4.17,-1.31,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.58,3.21,9,1,14,7.8,NA,NA,0
Eddie Albert,Curveball,78.7,06/03/2024 11:36,Tyler  Robinson,NA,No Swing,FoulBall,65,06/03/2024,11:36:00,2396,6.24,2.52,6.4,NA,NA,NA,NA,NA,Outer Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.71,2.24,1,1,NA,NA,Foul Ball,NA,0
Eddie Albert,Fastball,89.5,06/03/2024 11:37,Tyler  Robinson,NA,No Swing,BallCalled,66,06/03/2024,11:37:00,2210,5.05,2.64,7.4,2024-03-08T17:45:00Z,11,4.5,-5.36,-3.8,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-1.2,2.17,0,0,11,4.5,Take,NA,0
Eddie Albert,Curveball,80.5,06/03/2024 11:37,Tyler  Robinson,NA,No Swing,StrikeSwinging,67,06/03/2024,11:37:00,2347,5.27,2.46,5.8,2024-03-08T13:00:00Z,-3,-5.2,-8.07,-2.27,Outer Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.83,1.96,0,0,3,5.2,Swing & Miss,NA,0
Eddie Albert,Slider,81.8,06/03/2024 11:38,Ethan Brown,NA,No Swing,BallCalled,68,06/03/2024,11:38:00,2384,4.75,2.79,6.6,2024-03-08T14:45:00Z,5.4,-11.9,-8.01,-4.94,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.65,0.58,0,0,5.4,11.9,Take,NA,0
Eddie Albert,Fastball,87.5,06/03/2024 11:39,Ethan Brown,NA,No Swing,BallCalled,69,06/03/2024,11:39:00,2156,5.13,2.74,7.2,2024-03-08T06:00:00Z,13,6.6,-3.56,-1.34,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.92,3.84,0,0,13,6.6,Take,NA,0
Eddie Albert,Fastball,89.1,06/03/2024 11:39,Ethan Brown,NA,No Swing,BallCalled,70,06/03/2024,11:39:00,2188,5.02,2.59,7.2,2024-03-08T06:00:00Z,16.1,8.7,-5.66,-3.32,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-1.22,1.44,0,0,16.1,8.7,Take,NA,0
Eddie Albert,Fastball,88.5,06/03/2024 11:39,Ethan Brown,NA,No Swing,BallCalled,71,06/03/2024,11:39:00,2012,5.15,2.64,7.1,2024-03-08T06:15:00Z,12.7,10.5,-6.05,-2.51,Outer Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.59,1.56,1,1,12.7,10.5,Take,NA,0
Eddie Albert,Fastball,89.3,06/03/2024 11:40,Kolton Freeman,NA,No Swing,StrikeCalled,72,06/03/2024,11:40:00,2136,5.1,2.52,7.3,2024-03-08T06:00:00Z,16.8,9.5,-5.26,-2.68,Outer Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.77,1.79,0,0,16.8,9.5,NA,NA,0
Eddie Albert,Curveball,79.1,06/03/2024 11:40,Kolton Freeman,NA,No Swing,BallCalled,73,06/03/2024,11:40:00,2369,5.34,2.49,6.6,2024-03-08T12:30:00Z,-4.5,-4.1,-7.08,-2.5,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.57,3.19,9,1,4.5,4.1,Take,NA,0
Eddie Albert,Slider,82.6,06/03/2024 11:41,Kolton Freeman,NA,No Swing,FoulBall,74,06/03/2024,11:41:00,2476,4.85,2.78,6.1,2024-03-08T15:15:00Z,9.6,-11.3,-4.77,-4.3,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.16,3.31,8,1,9.6,11.3,Foul Ball,NA,0
Eddie Albert,Curveball,81.3,06/03/2024 11:41,Kolton Freeman,NA,No Swing,StrikeSwinging,75,06/03/2024,11:41:00,2468,5.22,2.34,6.1,2024-03-08T12:00:00Z,-6.7,-4.3,-9.88,-4.26,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-1.22,0.41,0,0,6.7,4.3,Swing & Miss,NA,0
Drew Koenen,Fastball,91.3,06/03/2024 11:43,Jackson Hower,NA,No Swing,FoulBall,76,06/03/2024,11:43:00,2258,6.09,0.98,NA,2024-03-08T16:45:00Z,17.6,-1.4,-6.26,-1.95,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.7,1.67,1,1,17.6,1.4,Foul Ball,NA,0
Drew Koenen,Slider,78.9,06/03/2024 11:43,Jackson Hower,NA,No Swing,StrikeCalled,77,06/03/2024,11:43:00,2478,6.62,1.95,5.7,NA,NA,NA,NA,NA,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.46,1.96,1,1,NA,NA,NA,NA,0
Drew Koenen,Curveball,74.8,06/03/2024 11:43,Jackson Hower,NA,No Swing,BallCalled,78,06/03/2024,11:43:00,2581,5.94,1.08,6,2024-03-08T12:45:00Z,-11.5,-13.9,-7.58,-3.71,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-1.08,4.56,0,0,11.5,13.9,Take,NA,0
Drew Koenen,Slider,78.7,06/03/2024 11:44,Jackson Hower,NA,No Swing,FoulBall,79,06/03/2024,11:44:00,2424,5.71,1.6,5.9,2024-03-08T13:15:00Z,-4.5,-11.8,-7.78,-4.4,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-1.4,3,0,0,4.5,11.8,Foul Ball,NA,0
Drew Koenen,Fastball,91.7,06/03/2024 11:44,Jackson Hower,NA,No Swing,StrikeSwinging,80,06/03/2024,11:44:00,2364,6.09,1.02,6.6,2024-03-08T16:45:00Z,11.5,-1.2,-3.62,-1.34,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.1,4.63,0,0,11.5,1.2,Swing & Miss,NA,0
Drew Koenen,Slider,79.1,06/03/2024 11:44,Chris Miller,NA,No Swing,BallCalled,81,06/03/2024,11:44:00,2495,5.61,2.07,6.2,2024-03-08T13:15:00Z,-6.4,-13.2,-8.97,-3.8,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.23,1.91,2,1,6.4,13.2,Take,NA,0
Drew Koenen,Fastball,92,06/03/2024 11:45,Cam Rush,NA,No Swing,BallCalled,82,06/03/2024,11:45:00,2272,5.99,0.97,7.2,2024-03-08T17:15:00Z,13.4,1.7,-5.68,-2.93,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-1.83,2.43,0,0,13.4,1.7,Take,NA,0
Drew Koenen,Fastball,90.5,06/03/2024 11:45,Cam Rush,NA,No Swing,BallCalled,83,06/03/2024,11:45:00,2436,6.06,0.95,6.9,2024-03-08T16:30:00Z,11.3,-2.3,-5.72,-2.75,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-1.36,2.72,0,0,11.3,2.3,Take,NA,0
Drew Koenen,Fastball,91.7,06/03/2024 11:45,Cam Rush,FlyBall,Hit,FoulBall,84,06/03/2024,11:45:00,2428,6.89,1.3,6.9,NA,NA,NA,NA,NA,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.31,2.66,6,1,NA,NA,Foul Ball,Fly Ball,0
Drew Koenen,Slider,78.5,06/03/2024 11:46,Cam Rush,GroundBall,Hit,InPlay,85,06/03/2024,11:46:00,2504,6.49,2.03,6.5,NA,NA,NA,NA,NA,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.17,2.33,5,1,NA,NA,Hit,Ground Ball,1
Drew Koenen,Slider,80.6,06/03/2024 11:46,Nico Banez,NA,No Swing,StrikeCalled,86,06/03/2024,11:46:00,2451,5.44,1.9,5.8,2024-03-08T13:45:00Z,-1.6,-11.5,-7.4,-2.44,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.68,2.63,6,1,1.6,11.5,NA,NA,0
Drew Koenen,Curveball,75.4,06/03/2024 11:46,Nico Banez,NA,No Swing,BallCalled,87,06/03/2024,11:46:00,2482,5.85,1.17,5.7,2024-03-08T11:45:00Z,-21.5,-8.5,-12.77,-0.69,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,1.31,0.36,0,0,21.5,8.5,Take,NA,0
Drew Koenen,Slider,79.2,06/03/2024 11:47,Nico Banez,NA,No Swing,BallCalled,88,06/03/2024,11:47:00,2560,5.61,1.7,6.4,2024-03-08T13:30:00Z,-3.2,-13.6,-6.37,-2.4,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.74,4,0,0,3.2,13.6,Take,NA,0
Drew Koenen,Fastball,91.4,06/03/2024 11:47,Nico Banez,NA,No Swing,StrikeSwinging,89,06/03/2024,11:47:00,2473,5.93,1.21,6.9,2024-03-08T16:45:00Z,10.7,-2,-6.22,-2.74,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-1.11,2.11,0,0,10.7,2,Swing & Miss,NA,0
Drew Koenen,Fastball,91,06/03/2024 11:47,Nico Banez,NA,No Swing,InPlay,90,06/03/2024,11:47:00,2449,5.96,1.01,7.1,2024-03-08T17:15:00Z,9.4,0.6,-5.98,-0.85,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.18,2.52,5,1,9.4,0.6,Hit,NA,1
Eddie Albert,Fastball,88.2,06/03/2024 11:49,Luke Carroll,NA,No Swing,BallCalled,91,06/03/2024,11:49:00,2225,5.17,2.08,6.8,2024-03-08T17:45:00Z,13.5,5.9,-3.71,-2.34,Outer Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.59,3.69,0,0,13.5,5.9,Take,NA,0
Eddie Albert,Fastball,88.7,06/03/2024 11:50,Luke Carroll,NA,No Swing,BallCalled,92,06/03/2024,11:50:00,2291,5.13,2.21,7,2024-03-08T17:45:00Z,13.9,5,-2.83,-1.91,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.03,4.35,0,0,13.9,5,Take,NA,0
Eddie Albert,Fastball,88.1,06/03/2024 11:50,Luke Carroll,NA,No Swing,BallCalled,93,06/03/2024,11:50:00,2196,5.13,2.07,7.1,2024-03-08T06:15:00Z,13.7,9.9,-4.96,-0.06,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,1.12,2.47,0,0,13.7,9.9,Take,NA,0
Eddie Albert,Fastball,87.1,06/03/2024 11:50,Luke Carroll,NA,No Swing,StrikeCalled,94,06/03/2024,11:50:00,2072,5.09,2.38,7.1,2024-03-08T06:00:00Z,15,9.7,-4.99,-0.55,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,1,2.36,0,0,15,9.7,NA,NA,0
Eddie Albert,Fastball,87.4,06/03/2024 11:50,Luke Carroll,NA,No Swing,BallCalled,95,06/03/2024,11:50:00,2187,5.33,2.11,7.2,2024-03-08T17:30:00Z,15.2,4.5,-3.5,-2.46,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.53,3.9,0,0,15.2,4.5,Take,NA,0
Eddie Albert,Fastball,88.5,06/03/2024 11:51,AJ Demastrie,NA,No Swing,BallCalled,96,06/03/2024,11:51:00,2252,5.14,2.72,7,2024-03-08T17:45:00Z,16.6,7.3,-3.08,-1.13,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,1.03,3.9,0,0,16.6,7.3,Take,NA,0
Eddie Albert,Fastball,88.3,06/03/2024 11:51,AJ Demastrie,NA,No Swing,FoulBall,97,06/03/2024,11:51:00,2242,5.13,2.53,7.2,2024-03-08T06:00:00Z,13.2,8.4,-4.16,-1.19,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.69,3.23,9,1,13.2,8.4,Foul Ball,NA,0
Eddie Albert,Curveball,80.2,06/03/2024 11:52,AJ Demastrie,NA,No Swing,StrikeSwinging,98,06/03/2024,11:52:00,2488,5.04,1.38,6.3,NA,NA,NA,-8.31,-3.5,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.11,1.75,2,1,NA,NA,Swing & Miss,NA,0
Eddie Albert,Curveball,78.2,06/03/2024 11:52,AJ Demastrie,LineDrive,Hit,InPlay,99,06/03/2024,11:52:00,1213,5.38,2.2,6.2,NA,NA,NA,-8.71,-2.55,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.48,2.38,6,1,NA,NA,Hit,Line Drive,1
Eddie Albert,Slider,80.6,06/03/2024 11:53,Chris Miller,NA,No Swing,BallCalled,100,06/03/2024,11:53:00,2451,4.79,2.82,6,2024-03-08T14:30:00Z,2.7,-12,-5.44,-3.16,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,1,3.4,0,0,2.7,12,Take,NA,0
Eddie Albert,Curveball,87.4,06/03/2024 11:54,Chris Miller,NA,No Swing,BallCalled,101,06/03/2024,11:54:00,2168,5.17,2.59,7.1,2024-03-08T17:45:00Z,14.3,7.1,-4.53,-3.88,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-1.58,2.89,0,0,14.3,7.1,Take,NA,0
Eddie Albert,Fastball,86.8,06/03/2024 11:54,Chris Miller,NA,No Swing,BallCalled,102,06/03/2024,11:54:00,2138,5.2,2.43,7,NA,NA,NA,-5.57,-3.83,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-1.51,1.96,0,0,NA,NA,Take,NA,0
Eddie Albert,Fastball,87.4,06/03/2024 11:54,Chris Miller,NA,No Swing,StrikeCalled,103,06/03/2024,11:54:00,2161,5.25,2.37,7.2,NA,NA,NA,-5.35,-3.23,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-1.1,2.25,0,0,NA,NA,NA,NA,0
Eddie Albert,Fastball,87.8,06/03/2024 11:55,Chris Miller,NA,No Swing,FoulBall,104,06/03/2024,11:55:00,2074,5.22,2.49,7,2024-03-08T17:45:00Z,15.5,6.1,-5.16,-3.8,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-1.52,2.25,0,0,15.5,6.1,Foul Ball,NA,0
Eddie Albert,Fastball,87.8,06/03/2024 11:55,Chris Miller,NA,No Swing,StrikeSwinging,105,06/03/2024,11:55:00,2074,5.22,2.49,7,2024-03-08T17:45:00Z,15.5,6.1,-5.16,-3.8,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-1.52,2.25,0,0,15.5,6.1,Swing & Miss,NA,0
Drew Koenen,Slider,76.8,06/03/2024 11:57,Elliot Krewson,NA,No Swing,BallCalled,106,06/03/2024,11:57:00,2448,6.24,1.88,5.9,NA,NA,NA,NA,NA,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.57,4.33,0,0,NA,NA,Take,NA,0
Drew Koenen,Fastball,90.4,06/03/2024 11:58,Elliot Krewson,NA,No Swing,BallCalled,107,06/03/2024,11:58:00,2322,6.05,0.87,7.2,2024-03-08T17:00:00Z,13.3,0.7,-6.87,-3.34,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-2.23,1.57,0,0,13.3,0.7,Take,NA,0
Drew Koenen,Fastball,90.7,06/03/2024 11:58,Elliot Krewson,NA,No Swing,BallCalled,108,06/03/2024,11:58:00,2196,5.97,0.83,6.9,2024-03-08T17:45:00Z,14.3,6,-4.56,-0.82,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.47,3.54,0,0,14.3,6,Take,NA,0
Drew Koenen,Fastball,89.3,06/03/2024 11:58,Elliot Krewson,NA,No Swing,BallCalled,109,06/03/2024,11:58:00,2312,5.98,0.81,7.2,2024-03-08T16:00:00Z,10.6,-5.6,-8.08,-2.5,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.95,0.71,0,0,10.6,5.6,Take,NA,0
Drew Koenen,Fastball,88.1,06/03/2024 11:59,Ethan Brown,NA,No Swing,StrikeCalled,110,06/03/2024,11:59:00,2152,6.03,1.31,7.2,2024-03-08T17:30:00Z,15.9,5.1,-5.65,0.08,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.92,2.59,0,0,15.9,5.1,NA,NA,0
Drew Koenen,Slider,78.7,06/03/2024 11:59,Ethan Brown,NA,No Swing,BallCalled,111,06/03/2024,11:59:00,2462,5.7,1.82,5.6,2024-03-08T14:15:00Z,2.2,-12.3,-6.56,-1.57,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,1.5,3.73,0,0,2.2,12.3,Take,NA,0
Drew Koenen,Fastball,88.5,06/03/2024 11:59,Ethan Brown,NA,No Swing,StrikeCalled,112,06/03/2024,11:59:00,2090,5.98,1.35,6.8,2024-03-08T17:45:00Z,15.1,6.7,-6.59,-0.28,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.48,1.74,3,1,15.1,6.7,NA,NA,0
Drew Koenen,Curveball,73.9,06/03/2024 11:59,Max Zajec,NA,No Swing,InPlay,113,06/03/2024,11:59:00,2337,5.93,1.22,NA,2024-03-08T11:30:00Z,-13.1,-3.1,-10.81,-2.4,Outer Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.75,1.85,1,1,13.1,3.1,Hit,NA,1
Drew Koenen,Slider,76.6,06/03/2024 12:00,Nathan Cmeyla,NA,No Swing,BallCalled,114,06/03/2024,12:00:00,2381,5.6,1.86,6.2,2024-03-08T14:00:00Z,-0.1,-15.1,-8.13,-2.26,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,1.17,2.4,0,0,0.1,15.1,Take,NA,0
Drew Koenen,Fastball,89.9,06/03/2024 12:01,Nathan Cmeyla,NA,No Swing,FoulBall,115,06/03/2024,12:01:00,2263,6.01,1.39,7.1,2024-03-08T17:30:00Z,13.4,3,-4.34,-0.98,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.23,3.88,0,0,13.4,3,Foul Ball,NA,0
Drew Koenen,Fastball,90.4,06/03/2024 12:01,Nathan Cmeyla,NA,No Swing,BallCalled,116,06/03/2024,12:01:00,2176,6.07,1.22,6.6,2024-03-08T16:45:00Z,11.7,-1.1,-4.58,-0.8,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.59,3.83,0,0,11.7,1.1,Take,NA,0
Drew Koenen,Fastball,89.7,06/03/2024 12:01,Nathan Cmeyla,GroundBall,Hit,InPlay,117,06/03/2024,12:01:00,2254,6.88,1.49,6.8,NA,NA,NA,NA,NA,Outer Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.19,3.68,0,0,NA,NA,Hit,Ground Ball,1
Drew Koenen,Fastball,90.2,06/03/2024 12:02,Jackson Hower,NA,No Swing,StrikeCalled,118,06/03/2024,12:02:00,2283,5.96,1.16,7.2,2024-03-08T17:15:00Z,8.7,1.2,-6.58,-1.07,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.08,2.19,2,1,8.7,1.2,NA,NA,0
Drew Koenen,Slider,79.6,06/03/2024 12:02,Jackson Hower,NA,No Swing,StrikeSwinging,119,06/03/2024,12:02:00,2507,5.67,1.86,5.7,2024-03-08T13:45:00Z,-1.9,-12.6,-9.69,-4.05,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.74,0.92,0,0,1.9,12.6,Swing & Miss,NA,0
Drew Koenen,Slider,78.2,06/03/2024 12:03,Jackson Hower,NA,No Swing,BallCalled,120,06/03/2024,12:03:00,2466,5.65,1.83,6.3,2024-03-08T14:00:00Z,0.3,-17.1,-8.27,-6.34,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-2.43,2.17,0,0,0.3,17.1,Take,NA,0
Drew Koenen,Fastball,91.4,06/03/2024 12:03,Jackson Hower,GroundBall,Hit,InPlay,121,06/03/2024,12:03:00,2375,6.08,1.16,6.5,2024-03-08T16:30:00Z,11.1,-2.7,-4.95,-1.68,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.14,3.51,0,0,11.1,2.7,Hit,Ground Ball,1
Marco Dumsky,Fastball,89.6,06/03/2024 12:06,Taer Rodriguez,NA,No Swing,BallCalled,122,06/03/2024,12:06:00,2024,6.27,0.9,7,2024-03-08T06:00:00Z,14.9,8.5,-4.67,-0.32,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.17,3.76,0,0,14.9,8.5,Take,NA,0
Marco Dumsky,Fastball,87.9,06/03/2024 12:06,Taer Rodriguez,Popup,Hit,FoulBall,123,06/03/2024,12:06:00,2074,6.31,0.76,6.8,2024-03-08T17:15:00Z,17.5,1.9,-5.53,-1.08,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.4,2.89,7,1,17.5,1.9,Foul Ball,NA,0
Marco Dumsky,Fastball,89.1,06/03/2024 12:06,Taer Rodriguez,NA,No Swing,StrikeCalled,124,06/03/2024,12:06:00,2117,6.2,1.08,6.6,NA,NA,NA,-6.85,0.64,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.52,2.06,3,1,NA,NA,NA,NA,0
