Pitcher,PitchType,Speed,PitchDateTime,Batter,HitType,SwingAction,PitchCall,SessionPitchID,PitchDate,PitchTime,SpinRate,ReleaseHeight,ReleaseSide,Extension,Tilt,InducedVerticalBreak,HorizontalBreak,VerticalApproachAngle,HorizontalApproachAngle,ZoneLocation,session_id,pitch_location_side_ft,pitch_location_height_ft,Zone,in_out,abv_vert_break,abv_hori_break,event,hit_type,hit
Marco Dumsky,Curveball,79.4,06/03/2024 12:06,Taer Rodriguez,NA,No Swing,StrikeSwinging,125,06/03/2024,12:06:00,NA,6.4,0.86,5.7,NA,NA,NA,-10.44,-1.72,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.57,1.18,0,0,NA,NA,Swing & Miss,NA,0
Marco Dumsky,ChangeUp,82.7,06/03/2024 12:07,Tyler  Robinson,NA,No Swing,BallCalled,126,06/03/2024,12:07:00,1494,6.35,1.21,6.7,2024-03-08T06:15:00Z,12.9,10.4,-5.71,0.56,Outer Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.76,3.65,0,0,12.9,10.4,Take,NA,0
Marco Dumsky,Fastball,89.4,06/03/2024 12:07,Tyler  Robinson,NA,No Swing,StrikeCalled,127,06/03/2024,12:07:00,2170,6.2,0.8,6.9,2024-03-08T16:30:00Z,14.4,-3.4,-6.58,-1.98,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.69,2,1,1,14.4,3.4,NA,NA,0
Marco Dumsky,Curveball,78.4,06/03/2024 12:07,Tyler  Robinson,NA,No Swing,StrikeCalled,128,06/03/2024,12:07:00,2265,7.16,1.61,5.7,NA,NA,NA,NA,NA,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.44,2.3,4,1,NA,NA,NA,NA,0
Marco Dumsky,Curveball,79.5,06/03/2024 12:08,Tyler  Robinson,NA,No Swing,FoulBall,129,06/03/2024,12:08:00,2319,6.39,1.08,6.1,2024-03-08T08:45:00Z,-1.3,3.1,-10.11,-0.1,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.7,1.28,0,0,1.3,3.1,Foul Ball,NA,0
Marco Dumsky,Curveball,80,06/03/2024 12:08,Tyler  Robinson,GroundBall,Hit,InPlay,130,06/03/2024,12:08:00,2313,6.88,1.37,5.9,NA,NA,NA,NA,NA,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.35,1.38,0,0,NA,NA,Hit,Ground Ball,1
Marco Dumsky,Fastball,90.1,06/03/2024 12:09,Ethan Brown,NA,No Swing,StrikeSwinging,131,06/03/2024,12:09:00,2079,6.23,0.94,7,2024-03-08T17:00:00Z,15.1,-0.8,-4.37,-1.15,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.03,3.95,0,0,15.1,0.8,Swing & Miss,NA,0
Marco Dumsky,Fastball,89.8,06/03/2024 12:09,Ethan Brown,NA,No Swing,StrikeCalled,132,06/03/2024,12:09:00,2025,6.38,0.76,6.8,2024-03-08T16:45:00Z,15.7,-2,-6.33,-1.81,Outer Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.72,2.23,1,1,15.7,2,NA,NA,0
Marco Dumsky,Fastball,89.8,06/03/2024 12:09,Ethan Brown,LineDrive,Hit,InPlay,133,06/03/2024,12:09:00,2025,6.38,0.76,6.8,2024-03-08T16:45:00Z,15.7,-2,-6.33,-1.81,Outer Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.72,2.23,1,1,15.7,2,Hit,Line Drive,1
Marco Dumsky,Fastball,89.2,06/03/2024 12:10,Kolton Freeman,NA,No Swing,BallCalled,134,06/03/2024,12:10:00,2138,6.28,0.75,6.9,2024-03-08T17:00:00Z,18.2,-0.7,-4.31,-1.27,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.35,3.85,0,0,18.2,0.7,Take,NA,0
Marco Dumsky,Curveball,78.5,06/03/2024 12:10,Kolton Freeman,NA,No Swing,BallCalled,135,06/03/2024,12:10:00,2233,6.39,0.9,5.8,2024-03-08T13:30:00Z,-1.4,-6,-9.76,-2.92,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-1.25,1.68,0,0,1.4,6,Take,NA,0
Marco Dumsky,Fastball,88.9,06/03/2024 12:11,Kolton Freeman,NA,No Swing,BallCalled,136,06/03/2024,12:11:00,2003,6.32,1.15,6.8,2024-03-08T17:45:00Z,14.5,6.8,-3.17,-0.9,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.31,5.28,0,0,14.5,6.8,Take,NA,0
Marco Dumsky,Fastball,88.8,06/03/2024 12:11,Kolton Freeman,NA,No Swing,StrikeCalled,137,06/03/2024,12:11:00,1999,6.32,0.8,7,2024-03-08T17:45:00Z,13.8,5.2,-4.94,-0.61,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.23,3.69,0,0,13.8,5.2,NA,NA,0
Marco Dumsky,Fastball,88.5,06/03/2024 12:12,Kolton Freeman,NA,No Swing,BallCalled,138,06/03/2024,12:12:00,1972,6.3,0.71,6.9,2024-03-08T16:15:00Z,16.1,-5.5,-3.95,-1.38,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.03,4.41,0,0,16.1,5.5,Take,NA,0
Nate Isler,Fastball,87.2,06/03/2024 12:14,Cam Rush,NA,No Swing,FoulBall,139,06/03/2024,12:14:00,2200,6.26,1.78,7,2024-03-08T17:15:00Z,21.9,2.2,-4.61,-0.92,Outer Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.74,3.28,9,1,21.9,2.2,Foul Ball,NA,0
Nate Isler,Fastball,87.3,06/03/2024 12:14,Cam Rush,NA,No Swing,StrikeCalled,140,06/03/2024,12:14:00,2247,6.23,1.64,7.1,2024-03-08T17:15:00Z,17.3,1.6,-6.11,-2.4,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.68,2.28,4,1,17.3,1.6,NA,NA,0
Nate Isler,Fastball,88.7,06/03/2024 12:15,Cam Rush,NA,No Swing,BallCalled,141,06/03/2024,12:15:00,2287,6.2,1.74,6.9,2024-03-08T17:30:00Z,21.2,4.5,-3.04,-0.94,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.47,4.63,0,0,21.2,4.5,Take,NA,0
Nate Isler,Curveball,73.6,06/03/2024 12:15,Cam Rush,NA,No Swing,StrikeCalled,142,06/03/2024,12:15:00,2282,6.2,1.36,6.4,2024-03-08T11:30:00Z,-15,-4.8,-9.91,-2.11,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.14,3.06,8,1,15,4.8,NA,NA,0
Nate Isler,Fastball,87.4,06/03/2024 12:15,Nico Banez,NA,No Swing,StrikeSwinging,143,06/03/2024,12:15:00,2239,6.26,1.71,7.2,2024-03-08T17:15:00Z,18.2,2.5,-4.45,-1.33,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.28,3.75,0,0,18.2,2.5,Swing & Miss,NA,0
Nate Isler,Curveball,74.2,06/03/2024 12:16,Nico Banez,NA,No Swing,StrikeCalled,144,06/03/2024,12:16:00,2255,6.13,1.79,6.1,2024-03-08T12:15:00Z,-13,-10.1,-10.34,-3.62,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.63,2.3,4,1,13,10.1,NA,NA,0
Nate Isler,ChangeUp,78.4,06/03/2024 12:16,Nico Banez,NA,No Swing,BallCalled,145,06/03/2024,12:16:00,1110,5.71,2.59,6.6,2024-03-08T07:00:00Z,7.8,11.9,-9.39,-0.38,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,1.15,0.38,0,0,7.8,11.9,Take,NA,0
Nate Isler,Curveball,75.8,06/03/2024 12:16,Nico Banez,NA,No Swing,BallCalled,146,06/03/2024,12:16:00,2161,6.05,1.69,6.7,2024-03-08T12:00:00Z,-11,-6.3,-10.86,-3.52,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.96,1.31,0,0,11,6.3,Take,NA,0
Nate Isler,Fastball,87.8,06/03/2024 12:17,Nico Banez,LineDrive,Hit,InPlay,147,06/03/2024,12:17:00,2187,6.25,1.64,7.3,2024-03-08T17:15:00Z,19.2,1.6,-6.27,-1.59,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.05,1.95,2,1,19.2,1.6,Hit,Line Drive,1
Nate Isler,Slider,75.8,06/03/2024 12:17,Elliot Krewson,GroundBall,Hit,InPlay,148,06/03/2024,12:17:00,2286,5.64,2.69,6.3,2024-03-08T13:30:00Z,-4.1,-13.6,-8.38,-4.41,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.13,2.66,5,1,4.1,13.6,Hit,Ground Ball,1
Nate Isler,Fastball,88.2,06/03/2024 12:18,Max Zajec,NA,No Swing,StrikeSwinging,149,06/03/2024,12:18:00,2247,6.18,1.62,7.1,2024-03-08T17:15:00Z,19.4,2.4,-4.09,-2.02,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.44,3.85,0,0,19.4,2.4,Swing & Miss,NA,0
Nate Isler,Fastball,87.5,06/03/2024 12:18,Max Zajec,NA,No Swing,BallCalled,150,06/03/2024,12:18:00,2176,6.06,1.81,7.5,2024-03-08T17:15:00Z,17.3,2.5,-7.1,-2.97,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-1.09,1.19,0,0,17.3,2.5,Take,NA,0
Nate Isler,Slider,76.9,06/03/2024 12:19,Max Zajec,NA,No Swing,BallCalled,151,06/03/2024,12:19:00,2215,5.67,2.69,6.6,2024-03-08T15:30:00Z,8.8,-8.7,-8.01,-4.49,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.64,1.74,1,1,8.8,8.7,Take,NA,0
Nate Isler,Fastball,88.6,06/03/2024 12:19,Max Zajec,NA,No Swing,BallCalled,152,06/03/2024,12:19:00,2273,6.1,2.08,7.2,2024-03-08T17:15:00Z,19.5,2.8,-4.1,-2.86,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.77,3.7,0,0,19.5,2.8,Take,NA,0
Nate Isler,Fastball,87.8,06/03/2024 12:19,Max Zajec,NA,No Swing,BallCalled,153,06/03/2024,12:19:00,2255,6.17,1.96,7.4,2024-03-08T17:30:00Z,17.9,4.9,-7.67,-3.02,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-1.21,0.7,0,0,17.9,4.9,Take,NA,0
Nate Isler,Fastball,86.5,06/03/2024 12:20,Zack Casebonne,NA,No Swing,StrikeCalled,154,06/03/2024,12:20:00,2220,6,2.02,7.3,2024-03-08T17:45:00Z,17.8,6.2,-6.39,-1.45,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.15,1.82,2,1,17.8,6.2,NA,NA,0
Nate Isler,Curveball,73.8,06/03/2024 12:20,Zack Casebonne,NA,No Swing,BallCalled,155,06/03/2024,12:20:00,2244,6.15,1.98,6.5,2024-03-08T11:45:00Z,-13.9,-6.6,-12.3,-3.7,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.8,0.59,0,0,13.9,6.6,Take,NA,0
Nate Isler,Fastball,86.8,06/03/2024 12:20,Zack Casebonne,NA,No Swing,StrikeCalled,156,06/03/2024,12:20:00,2174,6.12,2.03,7.3,2024-03-08T17:30:00Z,17.9,3.7,-5.48,-2.68,Outer Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.74,2.75,4,1,17.9,3.7,NA,NA,0
Marco Dumsky,Fastball,89,06/03/2024 12:23,AJ Demastrie,NA,No Swing,BallCalled,157,06/03/2024,12:23:00,1900,6.1,0.13,5.2,2024-03-08T17:15:00Z,19.6,2.6,-4.07,1.92,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,1.67,3.8,0,0,19.6,2.6,Take,NA,0
Marco Dumsky,Fastball,87.9,06/03/2024 12:24,AJ Demastrie,NA,No Swing,BallCalled,158,06/03/2024,12:24:00,2038,6.05,0.06,5.1,2024-03-08T17:00:00Z,16.5,-0.9,-4.91,0.82,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.91,3.35,0,0,16.5,0.9,Take,NA,0
Marco Dumsky,Fastball,88.2,06/03/2024 12:24,AJ Demastrie,NA,No Swing,BallCalled,159,06/03/2024,12:24:00,2076,6.12,0.09,5.2,2024-03-08T17:45:00Z,14.9,7.2,-5.51,2.33,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,1.59,3,0,0,14.9,7.2,Take,NA,0
Marco Dumsky,Fastball,87.6,06/03/2024 12:24,AJ Demastrie,NA,No Swing,BallCalled,160,06/03/2024,12:24:00,2055,6.07,0.2,4.9,2024-03-08T17:00:00Z,17,0.1,-4.79,-0.37,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.16,3.46,8,1,17,0.1,Take,NA,0
Marco Dumsky,Fastball,87.9,06/03/2024 12:25,Luke Carroll,NA,No Swing,FoulBall,161,06/03/2024,12:25:00,2113,6.02,0.16,5.2,2024-03-08T17:15:00Z,19.5,1.4,-5.46,-1.09,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.98,2.54,0,0,19.5,1.4,Foul Ball,NA,0
Marco Dumsky,Curveball,78.3,06/03/2024 12:25,Luke Carroll,NA,No Swing,StrikeSwinging,162,06/03/2024,12:25:00,NA,7.03,0.79,3.8,NA,NA,NA,NA,NA,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.29,0.28,0,0,NA,NA,Swing & Miss,NA,0
Marco Dumsky,Fastball,88.2,06/03/2024 12:26,Luke Carroll,GroundBall,Hit,FoulBall,165,06/03/2024,12:26:00,2120,6.05,-0.08,5.2,NA,NA,NA,-5.49,-1.11,Outer Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.71,2.79,4,1,NA,NA,Foul Ball,Ground Ball,0
Marco Dumsky,Curveball,78.3,06/03/2024 12:27,Luke Carroll,NA,No Swing,StrikeSwinging,166,06/03/2024,12:27:00,2299,6.19,-0.03,4.1,2024-03-08T10:15:00Z,-2.3,1,-11.19,-0.56,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.66,0.23,0,0,2.3,1,Swing & Miss,NA,0
Marco Dumsky,Fastball,88.9,06/03/2024 12:27,Chris Miller,NA,No Swing,BallCalled,167,06/03/2024,12:27:00,2085,6.05,0.01,5.2,2024-03-08T06:15:00Z,14.5,10.7,-7.09,0.82,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.21,1.38,0,0,14.5,10.7,Take,NA,0
Marco Dumsky,Fastball,89.8,06/03/2024 12:28,Chris Miller,LineDrive,Hit,InPlay,168,06/03/2024,12:28:00,2053,6.01,0.27,5.2,2024-03-08T17:45:00Z,16.6,6.2,-5.91,0.27,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.05,2.21,2,1,16.6,6.2,Hit,Line Drive,1
Marco Dumsky,ChangeUp,80.6,06/03/2024 12:29,Taer Rodriguez,LineDrive,Hit,InPlay,169,06/03/2024,12:29:00,1310,6.09,0.45,4.6,2024-03-08T06:00:00Z,16.5,8.5,-7.74,-0.15,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.48,1.36,0,0,16.5,8.5,Hit,Line Drive,1
Marco Dumsky,ChangeUp,82.1,06/03/2024 12:29,Taer Rodriguez,NA,No Swing,BallCalled,170,06/03/2024,12:29:00,1261,6.11,0.34,4.6,2024-03-08T06:00:00Z,15.1,9.3,-8.98,1.15,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.57,0.18,0,0,15.1,9.3,Take,NA,0
Marco Dumsky,ChangeUp,81.9,06/03/2024 12:29,Tyler  Robinson,NA,No Swing,BallCalled,171,06/03/2024,12:29:00,1247,6.14,0.23,4.2,2024-03-08T06:00:00Z,13.9,9,-8.1,1.79,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,1.09,1.22,0,0,13.9,9,Take,NA,0
Marco Dumsky,Fastball,87.5,06/03/2024 12:30,Tyler  Robinson,NA,No Swing,FoulBall,172,06/03/2024,12:30:00,2010,6.87,0.63,5,NA,NA,NA,NA,NA,Outer Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.71,2.81,9,1,NA,NA,Foul Ball,NA,0
Marco Dumsky,Fastball,88.6,06/03/2024 12:30,Tyler  Robinson,NA,No Swing,FoulBall,173,06/03/2024,12:30:00,2100,6.06,0.18,5.1,2024-03-08T17:15:00Z,14.6,2,-5.3,0.24,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.21,3.12,8,1,14.6,2,Foul Ball,NA,0
Marco Dumsky,Fastball,89.5,06/03/2024 12:31,Tyler  Robinson,NA,No Swing,StrikeCalled,174,06/03/2024,12:31:00,2099,6.02,0.22,4.9,2024-03-08T06:00:00Z,16.3,8.7,-6.84,0.67,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.04,1.43,0,0,16.3,8.7,NA,NA,0
Nate Isler,Fastball,86.4,06/03/2024 12:33,Jackson Hower,NA,No Swing,StrikeCalled,175,06/03/2024,12:33:00,2121,5.92,1.06,5.4,2024-03-08T17:00:00Z,19.4,0.6,-6.26,-1.21,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.12,1.8,2,1,19.4,0.6,NA,NA,0
Nate Isler,Curveball,73.7,06/03/2024 12:33,Jackson Hower,NA,No Swing,BallCalled,176,06/03/2024,12:33:00,2229,5.84,0.96,4.7,2024-03-08T12:00:00Z,-12,-7,-8.29,-1.94,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.22,4.06,0,0,12,7,Take,NA,0
Nate Isler,Fastball,85.7,06/03/2024 12:33,Jackson Hower,LineDrive,Hit,InPlay,177,06/03/2024,12:33:00,2114,5.85,1.24,5.4,2024-03-08T06:15:00Z,16.2,12.9,-7.08,0.28,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.31,1.31,0,0,16.2,12.9,Hit,Line Drive,1
Nate Isler,Slider,76,06/03/2024 12:34,Cam Rush,NA,No Swing,BallCalled,178,06/03/2024,12:34:00,2303,5.3,2.1,4.6,2024-03-08T15:15:00Z,3.8,-5,-9.15,-3.32,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.56,1.07,0,0,3.8,5,Take,NA,0
Nate Isler,Fastball,85.5,06/03/2024 12:34,Cam Rush,NA,No Swing,StrikeCalled,179,06/03/2024,12:34:00,2146,5.75,1.57,5.5,NA,NA,NA,-4.8,-1.16,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.43,3.27,7,1,NA,NA,NA,NA,0
Nate Isler,Fastball,85.3,06/03/2024 12:35,Cam Rush,NA,No Swing,BallCalled,180,06/03/2024,12:35:00,2114,5.89,1.43,5.2,2024-03-08T17:15:00Z,19.8,1.6,-5.87,-2.61,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-1.15,2.19,0,0,19.8,1.6,Take,NA,0
Nate Isler,Fastball,83.8,06/03/2024 12:35,Nico Banez,NA,No Swing,InPlay,181,06/03/2024,12:35:00,1985,6.79,2.1,5.3,NA,NA,NA,NA,NA,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.35,1.83,3,1,NA,NA,Hit,NA,1
Nate Isler,Slider,75.6,06/03/2024 12:36,Elliot Krewson,LineDrive,Hit,InPlay,182,06/03/2024,12:36:00,2251,5.43,1.91,4.4,2024-03-08T13:30:00Z,-1.7,-6,-8.41,-2.62,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.02,2.25,5,1,1.7,6,Hit,Line Drive,1
Nate Isler,Fastball,85.7,06/03/2024 12:37,Max Zajec,NA,No Swing,BallCalled,183,06/03/2024,12:37:00,2165,5.94,1.22,5.4,2024-03-08T06:00:00Z,16.8,10.9,-3.94,1.06,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,1.18,4.29,0,0,16.8,10.9,Take,NA,0
Nate Isler,Fastball,86.4,06/03/2024 12:37,Max Zajec,NA,No Swing,StrikeSwinging,184,06/03/2024,12:37:00,2136,5.87,1.21,5.3,2024-03-08T17:15:00Z,20.2,1.9,-4.77,-1.26,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.14,3.07,8,1,20.2,1.9,Swing & Miss,NA,0
Nate Isler,Fastball,88.2,06/03/2024 12:37,Max Zajec,NA,No Swing,StrikeCalled,185,06/03/2024,12:37:00,2168,5.94,1.16,5,2024-03-08T06:15:00Z,17.3,13.5,-6,1.15,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.98,2.14,0,0,17.3,13.5,NA,NA,0
Nate Isler,Fastball,89.1,06/03/2024 12:38,Max Zajec,NA,No Swing,BallCalled,186,06/03/2024,12:38:00,2215,5.98,1.13,5.6,2024-03-08T17:15:00Z,22.4,2.8,-5.45,-2.81,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-1.74,2.11,0,0,22.4,2.8,Take,NA,0
Nate Isler,Slider,77.1,06/03/2024 12:38,Max Zajec,NA,No Swing,StrikeSwinging,187,06/03/2024,12:38:00,2254,5.42,1.92,4.9,2024-03-08T14:30:00Z,1.7,-6.5,-6.64,-3.13,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.41,3.43,7,1,1.7,6.5,Swing & Miss,NA,0
Marco Dumsky,Fastball,88.4,06/03/2024 12:41,Kolton Freeman,NA,No Swing,StrikeCalled,188,06/03/2024,12:41:00,2134,6.02,0.13,5,2024-03-08T06:15:00Z,13.5,10.6,-6.01,1.55,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.6,2.48,6,1,13.5,10.6,NA,NA,0
Marco Dumsky,Fastball,87.5,06/03/2024 12:41,Kolton Freeman,GroundBall,Hit,InPlay,189,06/03/2024,12:41:00,2094,6.04,0.14,5,2024-03-08T06:15:00Z,13.4,10.9,-6.33,1.49,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.53,2.28,6,1,13.4,10.9,Hit,Ground Ball,1
Marco Dumsky,Curveball,76.6,06/03/2024 12:41,Luke Carroll,NA,No Swing,BallCalled,190,06/03/2024,12:41:00,NA,6.2,0.2,3.9,NA,-0.1,0,-7.96,-1.09,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.84,3.26,0,0,0.1,0,Take,NA,0
Marco Dumsky,Curveball,77.9,06/03/2024 12:42,Luke Carroll,NA,No Swing,BallCalled,191,06/03/2024,12:42:00,2346,6.28,0.25,3.7,2024-03-08T09:00:00Z,-1.5,2.8,-10.6,-1.79,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-1.73,0.95,0,0,1.5,2.8,Take,NA,0
Marco Dumsky,Fastball,87.7,06/03/2024 12:42,Luke Carroll,NA,No Swing,StrikeCalled,192,06/03/2024,12:42:00,2109,6.13,0.16,5.1,2024-03-08T17:00:00Z,19.3,-0.4,-5.28,-0.36,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.15,2.83,8,1,19.3,0.4,NA,NA,0
Marco Dumsky,ChangeUp,80.4,06/03/2024 12:43,Luke Carroll,NA,No Swing,BallCalled,193,06/03/2024,12:43:00,1416,6.18,0.22,4.9,NA,NA,NA,-6.55,0.22,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.33,3.37,7,1,NA,NA,Take,NA,0
Marco Dumsky,Fastball,87,06/03/2024 12:43,Luke Carroll,NA,No Swing,BallCalled,194,06/03/2024,12:43:00,2069,6.14,-0.06,5,2024-03-08T16:45:00Z,19.6,-3.4,-5.19,-1.47,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-1.12,2.97,0,0,19.6,3.4,Take,NA,0
Marco Dumsky,Curveball,79.2,06/03/2024 12:44,Chris Miller,NA,No Swing,BallCalled,195,06/03/2024,12:44:00,NA,6.27,0.18,4.2,NA,2.9,-7,-9.69,-1.48,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.58,1,0,0,2.9,7,Take,NA,0
Marco Dumsky,Curveball,78.4,06/03/2024 12:44,Chris Miller,NA,No Swing,StrikeCalled,196,06/03/2024,12:44:00,NA,6.22,0.41,3.6,NA,-1.8,-0.2,-9.19,-1.71,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-1.21,2.19,0,0,1.8,0.2,NA,NA,0
Marco Dumsky,Curveball,78.1,06/03/2024 12:44,Chris Miller,NA,No Swing,StrikeCalled,197,06/03/2024,12:44:00,NA,6.29,0.36,3.7,NA,-0.3,-1.5,-8.5,0.07,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.57,2.65,6,1,0.3,1.5,NA,NA,0
Marco Dumsky,Fastball,88.1,06/03/2024 12:45,Chris Miller,GroundBall,Hit,InPlay,199,06/03/2024,12:45:00,2131,6.17,0.17,5,2024-03-08T06:00:00Z,12.3,7.3,-7.16,0.68,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.13,1.66,2,1,12.3,7.3,Hit,Ground Ball,1
Marco Dumsky,Fastball,87,06/03/2024 12:46,Taer Rodriguez,NA,No Swing,BallCalled,200,06/03/2024,12:46:00,2011,6.24,-0.08,5,2024-03-08T16:45:00Z,18,-2,-4.43,-0.96,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.79,3.94,0,0,18,2,Take,NA,0
Marco Dumsky,Fastball,86.9,06/03/2024 12:46,Taer Rodriguez,NA,No Swing,InPlay,201,06/03/2024,12:46:00,2126,6.13,0.18,5,2024-03-08T06:15:00Z,14.3,9.9,-6.72,1.27,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.46,1.97,3,1,14.3,9.9,Hit,NA,1
Nate Isler,Fastball,86,06/03/2024 12:48,Zack Casebonne,FlyBall,Hit,InPlay,202,06/03/2024,12:48:00,2167,5.95,1.13,5.3,2024-03-08T17:00:00Z,20.1,-0.8,-5.46,-1.81,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.47,2.5,4,1,20.1,0.8,Hit,Fly Ball,1
Nate Isler,Slider,76.3,06/03/2024 12:49,Jackson Hower,NA,No Swing,BallCalled,203,06/03/2024,12:49:00,2254,5.16,2.03,5.2,2024-03-08T13:00:00Z,-4,-7.7,-10.08,-3.46,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.49,0.42,0,0,4,7.7,Take,NA,0
Nate Isler,Fastball,87.6,06/03/2024 12:49,Jackson Hower,NA,No Swing,FoulBall,204,06/03/2024,12:49:00,2219,5.95,0.94,5.5,2024-03-08T17:45:00Z,20.2,7.9,-5.74,-0.99,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,-0.71,2.12,1,1,20.2,7.9,Foul Ball,NA,0
Nate Isler,Curveball,73.6,06/03/2024 12:49,Jackson Hower,GroundBall,Hit,InPlay,205,06/03/2024,12:49:00,2249,5.72,1.13,4.8,2024-03-08T12:00:00Z,-14,-7.2,-9.33,-1.69,Inner Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.21,3.06,8,1,14,7.2,Hit,Ground Ball,1
Nate Isler,Fastball,86.2,06/03/2024 12:50,Cam Rush,NA,No Swing,BallCalled,206,06/03/2024,12:50:00,2057,6.63,1.64,5.3,NA,NA,NA,NA,NA,Out of Zone,9f647ee7-c5cd-456c-9607-0afbee23b404,0.56,0.82,0,0,NA,NA,Take,NA,0
